prwp_id,date,author,title,year,ssrn_downloads,ssrn_id,okr_downloads,okr_abstract_views,okr_handle,dandr_downloads,total_downloads
6471,2013-05-01,Heinrich Bofinger ; Jon Strand,Calculating the Carbon Footprint from Different Classes of Air Travel,2013,116,2272962,1047,1392,10986/15602,23573,24736
6472,2013-06-01,Gonzalo J. Varela,Export Diversification in Twelve European and Central Asian Countries and the Role of the Commodity Boom,2013,42,2274004,675,702,10986/15604,818,1535
6473,2013-06-01,Karen Brooks; Sergiy Zorya; Amy Gautam; Aparajita Goyal,Agriculture as a Sector of Opportunity for Young People in Africa,2013,284,2274005,1800,2065,10986/15605,2841,4925
6474,2013-06-01,Marcel Fafchamps ; Måns Söderbom;,Network Proximity and Business Practices in African Manufacturing,2013,21,2274589,301,454,10986/15606,764,1086
6475,2013-06-01,Vitor Castro; Megumi Kubota,Duration dependence and change-points in the likelihood of credit booms ending,2013,28,2277424,220,383,10986/15836,546,794
6476,2013-06-01,Emla Fitzsimons ; Alice Mesnard;,Can Conditional Cash Transfers Compensate for a Father’s Absence?,2013,20,2277425,224,430,10986/15837,1325,1569
6477,2013-06-01,Inessa Love; María Soledad Martínez Pería ; Sandeep Singh;,Collateral Registries for Movable Assets: Does Their Introduction Spur Firms’ Access to Bank Finance?,2013,146,2278093,1064,2126,10986/15839,1627,2837
6478,2013-06-01,Jean-François Arvis,How Many Dimensions Do We Trade In? Product Space Geometry and Latent Comparative Advantage,2013,41,2278094,398,566,10986/15838,863,1302
6479,2013-06-01,Constantino Hevia; Luis Servén,Partial Consumption Insurance and Financial Openness Across the World,2013,16,2280641,247,354,10986/15840,573,836
6480,2013-06-01,Erhan Artuc,PPML Estimation of Dynamic Discrete Choice Models with Aggregate Shocks,2013,76,2280642,971,3450,10986/15841,1041,2088
6481,2013-06-01,J. Vernon Henderson; Mark Roberts; Adam Storeygard;,Is Urbanization in Sub-Saharan Africa Different?,2013,260,2280643,1742,3501,10986/15842,NA,2002
6482,2013-06-01,John Knight,Inequality in China: An Overview,2013,262,2280645,2173,1259,10986/15843,5189,7624
6483,2013-06-01,Prabir De; Selim Raihan; Ejaz Ghani,What Does MFN Trade Mean for India and Pakistan? Can MFN be a Panacea?,2013,107,2280646,1389,1703,10986/15844,2664,4160
6484,2013-06-01,Sandeep Dahiya; Leora Klapper; Harini Parthasarathy; Dorothe Singer,The Role of Private Equity Investments in Public Firms: International Evidence,2013,132,2280647,417,861,10986/21476,965,1514
6485,2013-06-01,Atsushi Iimi,Multidimensional Auctions for Public Energy Efficiency Projects: Evidence from the Japanese ESCO Market,2013,27,2281010,284,776,10986/15845,564,875
6486,2013-06-01,Yanqin Song; Noureddine Berrah;,China: West or East Wind Getting the Incentives Right,2013,22,2281011,448,542,10986/14192,1828,2298
6487,2013-06-01,Hai-Anh Dang ; F. Halsey Rogers,The Decision to Invest in Child Quality over Quantity: Household Size and Household Investment in Education in Vietnam,2013,70,2281012,806,687,10986/15846,1194,2070
6488,2013-06-01,Aart Kraay ; Peter Murrell;,Misunderestimating Corruption,2013,240,2281013,813,1197,10986/15847,1072,2125
6489,2013-06-01,Jose Cuesta,"Social Spending, Distribution, and Equality of Opportunities: Opportunity Incidence Analysis",2013,38,2281014,461,758,10986/15848,756,1255
6490,2013-06-01,Talip Kilic; Alberto Zezza; Calogero Carletto; Sara Savastano,Missing(ness) in Action: Selectivity Bias in GPS-Based Land Area Measurements,2013,41,2281015,292,547,10986/15849,751,1084
6491,2013-06-01,David Lewis; Dennis Rodgers; Michael Woolcock,The Projection of Development: Cinematic Representation as An(other) Source of Authoritative Knowledge?,2013,49,2281017,466,664,10986/15850,2566,3081
6492,2013-06-01,Michael T. Rock; Michael Toman; Yuanshang Cui; Kejun Jiang; Yun Song ; Yanjia Wang,"Technological Learning, Energy Efficiency, and CO2 Emissions in China’s Energy Intensive Industries",2013,63,2281731,464,813,10986/15851,2663,3190
6493,2013-06-01,Donato De Rosa; Mariana Iootty; Ana Florina Pirlea;,"Regulation, Trade and Productivity in Romania: An Empirical Assessment",2013,26,2281732,666,588,10986/15854,490,1182
6494,2013-06-01,Emmanuelle Auriol      Sara Biancini;,Powering Up Developing Countries through Integration?,2013,2,2894884,280,396,10986/15852,362,644
6495,2013-06-01,Susmita Dasgupta; Dan Hammer; Robin Kraft; David Wheeler,A Resource Allocation Model for Tiger Habitat Protection,2013,29,2283009,827,554,10986/15853,427,1283
6496,2013-06-01,Marie Gaarder ; Jeannie Annan,Impact Evaluation of Conflict Prevention and Peacebuilding Interventions,2013,157,2284666,4349,1148,10986/15856,1313,5819
6497,2013-06-01,John Giles; Dewen Wang; Albert Park,Expanding Social Insurance Coverage in Urban China,2013,79,2284667,759,732,10986/15855,2230,3068
6498,2013-06-01,Harry de Gorter; Dusan Drabik ; Govinda R. Timilsina;,Should Zambia Produce Biodiesel from Soybeans? Some Insights from an Empirical Analysis,2013,20,2284668,250,459,10986/15857,1224,1494
6499,2013-06-01,Thomson Sinkala; Govinda R. Timilsina ; Indira J. Ekanayake,Are Biofuels Economically Competitive with Their Petroleum Counterparts? Production Cost Analysis for Zambia,2013,75,2284669,937,551,10986/15858,2675,3687
6500,2013-06-01,Dorothée Boccanfuso; Massa Coulibaly; Govinda R. Timilsina ; Luc Savard;,Macroeconomic and Distributional Impacts of Jatropha-based Biodiesel in Mali,2013,42,2284670,482,569,10986/15859,1224,1748
6501,2013-06-01,Alexandra Jarotschkin; Aart Kraay;,"Aid, Disbursement Delays, and the Real Exchange Rate",2013,74,2285317,429,465,10986/15860,789,1292
6502,2013-06-01,Paula Cordero Salas; Brian Roe; Brent Sohngen,Addressing Additionality in REDD Contracts When Formal Enforcement Is Absent,2013,39,2285319,216,419,10986/15861,390,645
6503,2013-06-01,Paula Cordero Salas,Designing Contracts for Reducing Emissions from Deforestation and Forest Degradation,2013,24,2285320,244,562,10986/15862,466,734
6504,2013-06-01,Hai-Anh Dang ; Peter Lanjouw,Measuring Poverty Dynamics with Synthetic Panels Based on Cross-Sections,2013,206,2285321,1406,2158,10986/15863,2335,3947
6505,2013-06-01,Kirk Hamilton ; Giles Atkinson,"Resource Discoveries, Learning, and National Income Accounting",2013,72,2285342,246,585,10986/15864,446,764
6506,2013-06-01,Henrike Brecht; Uwe Deichmann; Hyoung Gun Wang,A Global Urban Risk Index,2013,151,2285343,1424,2143,10986/15865,4962,6537
6507,2013-06-01,Miriam Bruhn; David McKenzie;,Entry Regulation and Formalization of Microenterprises in Developing Countries,2013,87,2285973,1205,1600,10986/15866,1645,2937
6508,2013-06-01,Miriam Bruhn; Dean Karlan; Antoinette Schoar,The Impact of Consulting Services on Small and Medium Enterprises: Evidence from a Randomized Trial in Mexico,2013,394,2285974,1470,1067,10986/15867,2172,4036
6509,2013-06-01,Tomoki Fujii; Roy van der Weide;,Cost-Effective Estimation of the Population Mean Using Prediction Estimators,2013,31,2285975,296,429,10986/15868,406,733
6510,2013-06-01,Andrew Beath; Fotini Christia; Ruben Enikolopov,Do Elected Councils Improve Governance? Experimental Evidence on Local Institutions in Afghanistan,2013,91,2285976,401,588,10986/15869,651,1143
6511,2013-06-01,Raluca Golumbeanu; Douglas Barnes;,Connection Charges and Electricity Access in Sub-Saharan Africa,2013,119,2285977,2885,1625,10986/15871,4165,7169
6512,2013-06-01,Bartlomiej Kaminski; Francis Ng,Increase in Protectionism and Its Impact on Sri Lanka’s Performance in Global Markets,2013,43,2286551,561,1125,10986/15870,1793,2397
6513,2013-06-01,Alexander Krauss,"Understanding Child Labor in Ghana Beyond Poverty: The Structure of the Economy, Social Norms, and No Returns to Rural Basic Education",2013,77,2286552,912,2144,10986/15872,2849,3838
6514,2013-06-01,Manabu Nose,Enduring Impacts of Aid Quality on Job Choices:   The Case of the 2004 Tsunami in Aceh,2013,21,2286553,354,438,10986/15873,556,931
6515,2013-06-01,Govinda R. Timilsina;,How Much Does an Increase in Oil Prices Affect the Global Economy? Some Insights from a General Equilibrium Analysis,2013,61,2286554,337,835,10986/15874,1741,2139
6516,2013-06-01,Mahesh R. Gautam; Govinda R. Timilsina; Kumud Acharya,Climate Change in the Himalayas: Current State of Knowledge,2013,183,2286555,2554,4628,10986/15875,4018,6755
6517,2013-06-01,Shantayanan Devarajan; Delfin S. Go; Maryla Maliszewska; Israel Osorio-Rodarte; Hans Timmer,Stress-testing Africa’s recent growth and poverty performance,2013,43,2286556,422,759,10986/15876,1843,2308
6518,2013-06-01,Esteban Ferro; John S. Wilson; Tsunehiro Otsuki,The Effect of Product Standards on Agricultural Exports from Developing Countries,2013,157,2287051,894,1477,10986/15878,1496,2547
6519,2013-06-01,Forhad Shilpi,Understanding the Sources of Spatial Disparity and Convergence: Evidence from Bangladesh,2013,45,2287052,195,429,10986/15877,618,858
6520,2013-06-01,Leonardo Iacovone; Aaditya Mattoo; Andrés Zahler,Trade and Innovation in Services:  Evidence from a Developing Economy,2013,61,2287053,451,627,10986/15879,1862,2374
6521,2013-06-01,Paula Cordero Salas,Cooperation and Reciprocity in Carbon Sequestration Contracts,2013,11,2287054,187,425,10986/15880,371,569
6522,2013-06-01,Akoété Ega Agbodji; Yélé Maweki Batana; Dénis Ouedraogo;,Gender Inequality in Multidimensional Welfare Deprivation in West Africa: The Case of Burkina Faso and Togo,2013,54,2287055,438,933,10986/15881,1635,2127
6523,2013-06-01,Varun Gauri; Jeffrey K. Staton; Jorge Vargas Cullell;,A Public Strategy for Compliance Monitoring,2013,30,2287056,367,569,10986/15886,1231,1628
6524,2013-06-01,Harry de Gorter; Dusan Drabik; Erika M. Kliauga ; Govinda R. Timilsina,An Economic Model of Brazil’s Ethanol-Sugar Markets and Impacts of Fuel Policies*,2013,82,2287057,717,1050,10986/15882,2691,3490
6525,2013-06-01,Jose Luis Diaz Sanchez,Explaining the Last Consumption Boom-Bust Cycle in Ireland: The role of news and noise shocks,2013,12,2287058,234,463,10986/15883,541,787
6526,2013-06-01,Stephen Knack,It’s Only Words: Validating the CPIA Governance Assessments,2013,23,2287059,297,552,10986/15884,503,823
6527,2013-06-01,Dominique van de Walle; Martin Ravallion; Vibhuti Mendiratta ; Gayatri Koolwal,Long-Term Impacts of Household Electrification in Rural India,2013,317,2287060,810,1149,10986/15885,2300,3427
6528,2013-07-01,Martin Brown;,The Transmission of Banking Crises to Households: Lessons from the 2008-2011 Crises in the ECA Region,2013,49,2294308,327,525,10986/16322,1065,1441
6529,2013-07-01,Paul Gertler; James Heckman; Rodrigo Pinto; Arianna Zanolini; Christel Vermeerch; Susan Walker; Susan Chang-Lopez; Sally Grantham-McGregor,Labor Market Returns to Early Childhood Stimulation: A 20-year Followup to An Experimental Intervention in Jamaica,2013,50,2294309,415,651,10986/15887,815,1280
6530,2013-07-01,John E. Roemer,Economic Development as Opportunity Equalization,2013,114,2294310,707,535,10986/15888,647,1468
6531,2013-07-01,Souleymane Coulibaly ; Mohamed Diaby,Solow in Transition: Macro and Micro Determinants of Savings in Armenia,2013,50,2294311,337,754,10986/15889,882,1269
6532,2013-07-01,Paulo Correa; Luis Andrés; Christian Borja-Vega,The Impact of Government Support on Firm R&D Investments: A Meta-Analysis,2013,NA,NA,521,760,10986/15890,1855,2376
6533,2013-07-01,Harald Oberhofer; Gallina A Vincelette,Determinants of Job Creation in Eleven New EU Member States: Evidence from Firm Level Data,2013,25,2295288,411,710,10986/15891,568,1004
6534,2013-07-01,Mark A. Dutz,Resource Reallocation and Innovation: Converting Enterprise Risks into Opportunities,2013,19,2295289,610,1224,10986/15892,862,1491
6535,2013-07-01,Kym Anderson; Maros Ivanic; Will Martin,"Food Price Spikes, Price Insulation, and Poverty",2013,31,2295860,411,627,10986/15893,3245,3687
6536,2013-07-01,Noam Angrist; Harry Anthony Patrinos; Martin Schlotter,An Expansion of a Global Data Set on Educational Quality: A Focus on Achievement in Developing Countries,2013,95,2295861,528,1187,10986/15894,2461,3084
6537,2013-07-01,Emmanuel Akyeampong; Hippolyte Fofack,The Contribution of African Women to Economic Growth and Development in Post-Colonial Africa: Historical Perspectives and Policy Implications,2013,47,2297214,11646,13776,10986/15895,NA,11693
6538,2013-07-01,Zlatko Nikoloski ; Mohamed Ihsan Ajwad,Do Economic Crises Lead to Health and Nutrition Behavior Responses? Analysis Using Longitudinal Data from Russia,2013,19,2297215,506,519,10986/15898,3494,4019
6539,2013-07-01,Aaditya Mattoo; Arvind Subramanian,Criss-Crossing Migration,2013,33,2297744,372,490,10986/15899,2480,2885
6540,2013-07-01,Adrien Bouguen; Deon Filmer; Karen Macours; Sophie Naudeau;,Impact Evaluation of Three Types of Early Childhood Development Interventions in Cambodia,2013,110,2297745,804,1002,10986/15900,1613,2527
6541,2013-07-01,Felipe Barrera-Osorio; Deon Filmer,Incentivizing Schooling for Learning: Evidence on the Impact of Alternative Targeting Approaches,2013,60,2297746,468,657,10986/15901,1098,1626
6542,2013-07-01,Mary Gallagher; John Giles; Albert Park; Meiyan Wang,China’s 2008 Labor Contract Law: Implementation and Implications for China’s Workers,2013,94,2298480,834,1239,10986/15902,2773,3701
6543,2013-07-01,Klaus Deininger; Yanyan Liu,Welfare and Poverty Impacts of India's National Rural Employment Guarantee Scheme: Evidence from Andhra Pradesh,2013,41,2298481,422,912,10986/15903,1077,1540
6544,2013-07-01,Klaus Deininger; Denys Nizalov; Sudhir K Singh,Are Mega-Farms The Future Of Global Agriculture? Exploring The Farm Size-Productivity Relationship For Large Commercial Farms In Ukraine,2013,166,2298482,822,1469,10986/15909,1031,2019
6545,2013-07-01,Yoonyoung Cho; Davie Kalomba; Malawi National ; Ahmed Mushfiq Mobarak ; Victor Orozco,Gender Differences in the Effects of Vocational Training: Constraints on Women and Drop-Out Behavior,2013,295,2298483,822,944,10986/15905,1750,2867
6546,2013-07-01,Shawn Cole; Xavier Giné ; James Vickery,How Does Risk Management Influence Production Decisions? Evidence from a Field Experiment,2013,272,2298484,304,543,10986/15904,NA,576
6547,2013-07-01,Raj M. Desai ; Shareen Joshi;,Collective Action and Community Development: Evidence from Self-Help Groups in Rural India,2013,65,2303103,1008,1244,10986/15907,NA,1073
6548,2013-07-01,Alberto Chong; Dean Karlan; Jeremy Shapiro; Jonathan Zinman,(Ineffective) Messages to Encourage Recycling: Evidence from a Randomized Evaluation in Peru,2013,60,2303104,428,705,10986/15906,811,1299
6549,2013-07-01,Ibrahim Ahamada; Jose Luis Diaz Sanchez;,A Retrospective Analysis of the House Prices Macro-Relationship in the United States,2013,41,2303105,239,449,10986/15908,547,827
6550,2013-07-01,Calogero Carletto; Sydney Gourlay; Paul Winters,From Guesstimates to GPStimates: Land Area Measurement and Implications for Agricultural Analysis,2013,34,2304085,273,576,10986/15910,1017,1324
6551,2013-07-01,Karen Fisher-Vanden; Yong Hu; Gary Jefferson; Michael Rock; Michael Toman,Factors influencing Energy Intensity in Four Chinese Industries,2013,71,2304086,414,873,10986/15912,2094,2579
6552,2013-07-01,Nora Lustig; Luis F. Lopez-Calva ; Eduardo Ortiz-Juarez,Deconstructing the Decline in Inequality in Latin America,2013,508,2304715,4914,1971,10986/15915,2890,8312
6553,2013-08-01,Ejaz Ghani; Ravi Kanbur; Stephen D. O’Connell;,Urbanization and Agglomeration Benefits: Gender Differentiated Impacts on Enterprise Creation in India’s Informal Sector,2013,40,2305087,280,527,10986/15918,NA,320
6554,2013-08-01,Jouko Kinnunen; Hans Lofgren,Infrastructure for Growth and Human Development in Pakistan: a Simulation Analysis of Fiscal Policy Options,2013,51,2313532,535,1107,10986/15916,1591,2177
6555,2013-08-01,Kaushik Basu ; Joseph E. Stiglitz,"International Lending, Sovereign Debt and Joint Liability: An Economic Theory Model for Amending the Treaty of Lisbon",2013,116,2306909,261,573,10986/15999,1012,1389
6556,2013-08-01,Erhan Artuç; Daniel Lederman; Guido Porto;,A Mapping of Labor Mobility Costs in Developing Countries,2013,59,2306910,354,592,10986/15923,995,1408
6557,2013-08-01,Vladimir Hlasny  ; Paolo Verme,Top Incomes and the Measurement of Inequality in Egypt,2013,144,2307419,876,1772,10986/15924,NA,1020
6558,2013-08-01,Monica Das Gupta ; K.C.S. Dalpatadu ; C.K. Shanmugarajah ; H.M.S.S.D. Herath ;,Multisectoral Preventive Health Services in Sri Lanka: Lessons for Developing Countries in Providing Public Goods in Health,2013,28,2307804,477,821,10986/21475,NA,505
6559,2013-08-01,Liam Wren-Lewis,Do Infrastructure Reforms Reduce the Effect of Corruption? Theory and Evidence from Latin America and the Caribbean,2013,30,2307805,576,540,10986/15925,NA,606
6560,2013-08-01,Cristian Aedo; Jesko Hentschel; Javier Luque; Martín Moreno;,From Occupations to Embedded Skills: A Cross-Country Comparison,2013,150,2307806,737,1003,10986/15926,1098,1985
6561,2013-08-01,Patrick Eozenou; Dorsati Madani ; Rob Swinkels;,"Poverty, Malnutrition and Vulnerability in Mali",2013,100,2307807,525,801,10986/15993,1985,2610
6562,2013-08-01,Sébastien Dessus ; Aristomene Varoudakis;,Protecting Public Investment against Shocks in the West African Economic and Monetary Union: Options for Fiscal Rules and Risk Sharing,2013,26,2307808,425,542,10986/15996,NA,451
6563,2013-08-01,Gunhild Berg ; Michael Fuchs,"Bank Financing of SMEs in Five Sub-Saharan African Countries: The Role of Competition, Innovation, and the Government",2013,630,2307809,2094,1514,10986/15994,3641,6365
6564,2013-08-01,Adriana Camacho ; Emily Conover ; Alejandro Hoyos,Effects of Colombia's Social Protection System on Workers' Choice between Formal and Informal Employment,2013,48,2307810,924,559,10986/15995,1336,2308
6565,2013-08-01,Luis Mundaca; Mathilde Mansoz; Lena Neij; Govinda R Timilsina,Transaction costs of low-carbon technologies and policies: The diverging literature,2013,52,2308288,847,569,10986/15998,957,1856
6566,2013-08-01,Xiaohui Hou ; Seo Yeon Hong,The Heterogeneous Effects of a Food Price Crisis on Child School Enrollment and Labor — Evidence from Pakistan,2013,26,2308289,213,417,10986/15997,1174,1413
6567,2013-08-01,Elodie Blanc ; Eric Strobl,Is Small Better? A Comparison of the Effect of Large and Small dams on cropland productivity in South Africa,2013,21,2309848,627,555,10986/16000,1304,1952
6568,2013-08-01,David Dollar ; Tatjana Kleineberg ; Aart Kraay,Growth Still Is Good for the Poor,2013,452,2309849,1225,1492,10986/16001,NA,1677
6569,2013-08-01,Gonzalo Araya; Jordan Schwartz; Luis Andres,The Effects of Country Risk and Conflict on Infrastructure PPPs,2013,94,2310450,912,1118,10986/16002,2438,3444
6570,2013-08-01,Louise Fox; Thomas Pave Sohnesen,Household Enterprises in Mozambique: Key to Poverty Reduction but Not on the Development Agenda?,2013,88,2310451,344,630,10986/16003,1624,2056
6571,2013-08-01,Leandro Brufman; Lisana Martinez; Rodrigo Pérez Artica,What Are the Causes of the Growing Trend of Excess Savings of the Corporate Sector in Developed Countries? An Empirical Analysis of Three Hypotheses,2013,23,2310452,246,605,10986/16004,1089,1358
6572,2013-08-01,Željko Bogetić ; Olasupo Olusi,Drivers of Firm-Level Productivity in Russia’s Manufacturing Sector,2013,124,2311105,348,560,10986/16005,877,1349
6573,2013-08-01,Martin Ravallion; Shaohua Chen,"Benefit Incidence with Incentive Effects, Measurement Errors and Latent Heterogeneity",2013,29,2311106,263,588,10986/16006,531,823
6574,2013-08-01,Shahidur R. Khandker; Rashid Faruqee; Hussain A. Samad,Are Microcredit Borrowers in Bangladesh Over-indebted?,2013,97,2311107,1980,1081,10986/16007,853,2930
6575,2013-08-01,Augusto de la Torre ; Alain Ize,The Foundations of Macroprudential Regulation: A Conceptual Roadmap,2013,124,2311108,499,553,10986/16008,665,1288
6576,2013-08-01,Augusto de la Torre ; Alain Ize,The Rhyme and Reason for Macroprudential Policy: Four Guideposts to Find Your Bearings,2013,44,2311109,310,467,10986/16009,645,999
6577,2013-08-01,Rui Han; Martin Melecky,Financial Inclusion for Financial Stability: Access to Bank Deposits and the Growth of Deposits in the Global Financial Crisis,2013,732,2312982,3054,2486,10986/16010,4480,8266
6578,2013-08-01,Inga Maslova; Harun Onder; Apurva Sanghi,Growth and Volatility Analysis Using Wavelets,2013,45,2313533,389,620,10986/16011,665,1099
6579,2013-08-01,Abla Safir; Sharon Faye Piza; Emmanuel Skoufias,Disquiet on the Weather Front: The Welfare Impacts of Climatic Variability in the Rural Philippines,2013,65,2313534,282,480,10986/16013,732,1079
6580,2013-08-01,Jeffrey Hammer ; Dean Spears,Village Sanitation and Children's Human Capital: Evidence from a Randomized Experiment by the Maharashtra Government,2013,186,2313535,444,799,10986/16014,940,1570
6581,2013-08-01,Mizuho Kida,"Fiscal Sustainability in Burundi: Baseline Projections, Stochastic Simulations, and Policy Scenarios",2013,23,2314851,311,511,10986/16015,1616,1950
6582,2013-08-01,Tatiana Didier ; Sergio L. Schmukler,Financial Development in Latin America and the Caribbean: Stylized Facts and the Road Ahead,2013,70,2316584,419,885,10986/15817,939,1428
6583,2013-08-01,Philip Keefer,"Organizing for Prosperity: Collective Action, Political Parties and the Political Economy of Development",2013,91,2316585,529,861,10986/16016,1171,1791
6584,2013-08-01,Sailesh Tiwari; Emmanuel Skoufias; Maya Sherpa;,"Shorter, Cheaper, Quicker, Better: Linking Measures of Household Food Security to Nutritional Outcomes in Bangladesh, Nepal, Pakistan, Uganda, and Tanzania",2013,137,2316586,1678,1094,10986/16017,2420,4235
6585,2013-08-01,Gaël Raballand; Kate Bridges; Monica Beuran; Audrey Sacks,Does the Semi-Autonomous Agency Model Function in a Low-Governance Environment? The Case of the Road Development Agency in Zambia,2013,38,2317129,414,507,10986/16018,914,1366
6586,2013-08-01,Nancy Vandycke;,"Natural Resources, Physical Capital and Institutions: Evidence from Eurasia",2013,62,2317130,412,1148,10986/16019,1078,1552
6587,2013-09-01,Chris Elbers ; Jan Willem Gunning,Evaluation of Development Programs: Randomized Controlled Trials or Regressions?,2013,34,2320859,527,773,10986/16038,955,1516
6588,2013-09-01,Ejaz Ghani; Stephen D. O’Connell; Gunjan Sharma,Friend or foe or family? A tale of formal and informal plants in India,2013,20,2320860,322,564,10986/16039,684,1026
6589,2013-09-01,Kristen Himelein; Stephanie Eckman; Siobhan Murray,The Use of Random Geographic Cluster Sampling to Survey Pastoralists,2013,47,2320861,777,1122,10986/16040,1015,1839
6590,2013-09-01,Jonathon Adams-Kane; Juli an A. Caballero; Jamus Jerome Lim,Foreign Bank Behavior During Financial Crises,2013,53,2320862,528,795,10986/16041,NA,581
6591,2013-09-01,Jamus Jerome Lim,Institutional and Structural Determinants of Investment Worldwide,2013,58,2320864,394,538,10986/16042,800,1252
6592,2013-09-01,Franklin Allen; Elena Carletti; Robert Cull; Jun Qian; Lemma Senbet; Patricio Valenzuela;,Resolving the African Financial Development Gap: Cross-Country Comparisons and a Within-Country Study of Kenya,2013,48,2321989,416,687,10986/16043,1073,1537
6593,2013-09-01,Franklin Allen; Elena Carletti; Robert Cull; Jun “Qj” Qian; Lemma Senbet; Patricio Valenzuela,Improving Access to Banking: Evidence from Kenya,2013,113,2321990,999,962,10986/16044,1015,2127
6594,2013-09-01,Fernando Gabriel Im ; David Rosenblatt,Middle-Income Traps:  A Conceptual and Empirical Survey,2013,265,2323097,11392,3902,10986/16045,10561,22218
6595,2013-09-01,Gaël Raballand; Anand Rajaram,Behavioral Economics and Public Sector Reform An Accidental Experiment and Lessons from Cameroon,2013,169,2323099,569,729,10986/16046,1065,1803
6596,2013-09-01,Kaushik Basu; Tamara McGavock ; Boyang Zhang,When Competition Corrupts: A Theoretical Analysis of Market Structure and the Incidence of Corruption,2013,124,2323100,284,506,10986/16047,1059,1467
6597,2013-09-01,Ole Hagen Jorgensen,Efficiency and Equity Implications of Oil Windfalls in Brazil,2013,21,2323101,213,439,10986/15835,1338,1572
6598,2013-09-01,Martin Ravallion; Dominique van de Walle; Puja Dutta; Rinku Murgai,Testing Information Constraints on India’s Largest Antipoverty Program,2013,79,2323980,507,1003,10986/15834,898,1484
6599,2013-09-01,Vito Peragine; Flaviana Palmisano; Paolo Brunori,Economic Growth and Equality of Opportunity,2013,59,2323981,730,1827,10986/15833,10684,11473
6600,2013-09-01,Eric Stobl ; Marie-Anne Valfort;,The Effect of Weather-Induced Internal Migration on Local Labor Markets: Evidence from Uganda,2013,18,2323982,423,509,10986/15832,471,912
6601,2013-09-01,John Anderson,Converting and Transferring Currency: Benchmarking Foreign Exchange Restrictions to Foreign Direct Investment across Economies,2013,62,2330628,1007,693,10986/16239,1183,2252
6602,2013-09-01,James H. Anderson,Sunshine Works—Comment on “The Adverse Effects of Sunshine: A Field Experiment on Legislative Transparency in an Authoritarian Assembly”,2013,32,2326778,708,1012,10986/15831,NA,740
6603,2013-09-01,Jun E. Rentschler,"Oil Price Volatility, Economic Growth and the Hedging Role of Renewable Energy",2013,215,2326779,1053,1310,10986/15829,5391,6659
6604,2013-09-01,Thorsten Beck; Olivier De Jonghe,"Lending Concentration, Bank Performance and Systemic Risk: Exploring Cross-Country Variation",2013,382,2326780,538,672,10986/15830,1308,2228
6605,2013-09-01,Alvaro S. González; Leonardo Iacovone; Hari Subhash;,Russian volatility: Obstacle to Firm Survival and Diversification,2013,28,2327361,425,773,10986/15828,829,1282
6606,2013-09-01,Paolo Verme,The Relative Income and Relative Deprivation Hypotheses: A Review of the Empirical Literature,2013,112,2327362,983,1180,10986/15825,1219,2314
6607,2013-09-01,Pierre-Richard Agénor; Hinh T. Dinh,"Social Capital, Product Imitation and Growth With Learning Externalities",2013,24,2327363,587,775,10986/15824,662,1273
6608,2013-09-01,Kaushik Basu;,The Art of Currency Manipulation: How to Profiteer by Deliberately Distorting Exchange Rates,2013,106,2327930,931,939,10986/16835,1384,2421
6609,2013-09-01,Julie Rozenberg; Adrien Vogt-Schilb ; Stephane Hallegatte,How Capital-Based Instruments Facilitate the Transition Toward a Low-Carbon Economy: A Tradeoff between Optimality and Acceptability,2013,44,2327931,254,437,10986/16837,NA,298
6610,2013-09-01,Elías A. Baracat; J. Michael Finger; Raúl León Thorne; Julio J. Nogués,Sustaining Trade Reform: Institutional Lessons from Peru and Argentina,2013,33,2327932,1320,530,10986/16838,2138,3491
6611,2013-09-01,Ole Hagen Jorgruensen ; Apostolos Apostolou,Brazil’s Bank Spread in International Context: From Macro to Micro Drivers,2013,35,2327933,379,739,10986/16839,1387,1801
6612,2013-09-01,Ejaz Ghani; William R. Kerr ; Stephen D. O’Connell,Female Business Ownership and Informal Sector Persistence,2013,63,2328451,667,747,10986/16836,1516,2246
6613,2013-09-01,Bernard Sinclair-Desgagné,Greening Global Value Chains: Some Implementation Challenges,2013,66,2328452,438,772,10986/16840,950,1454
6614,2013-09-01,Javier Arias; Erhan Artuc; Daniel Lederman; Diego Rojas,"Trade, Informal Employment and Labor Adjustment Costs",2013,55,2328994,407,594,10986/16841,1308,1770
6615,2013-09-01,Thorsten Beck ; Erik Feyen,Benchmarking Financial Systems Introducing the Financial Possibility Frontier,2013,200,2328995,795,760,10986/16319,1128,2123
6616,2013-09-01,Mary Hallward-Driemeier; Tazeen Hasan ; Anca Bogdana Rusu,"Women’s Legal Rights over 50 Years: Progress, Stagnation or Regression?",2013,134,2330042,675,1585,10986/21474,2765,3574
6617,2013-09-01,Mary Hallward-Driemeier; Tazeen Hasan ; Anca Bogdana Rusu;,Women’s Legal Rights over 50 Years: What Is the Impact of Reform?,2013,67,2330043,976,1142,10986/16318,1847,2890
6618,2013-09-01,Hai-Anh H. Dang,Private Tutoring in Vietnam: A Review of Current Issues and Its Major Correlates,2013,35,2330044,986,1123,10986/16316,3442,4463
6619,2013-09-01,Claudia Berg; M. Shahe Emran ; Forhad Shilpi,Microfinance and Moneylenders: Long-run Effects of MFIs on Informal Credit Market in Bangladesh,2013,66,2330629,436,1173,10986/16317,961,1463
