upi,first_name,last_name,main,unit,scholar_id,title,author,journal,number,cites,year,cid,pubid
318189,Govinda R.,Timilsina,Govinda R. Timilsina,DECSI,tgAAvNAAAAAJ,Provincial and SectConcurrent Impacts of Meeting China’s NDC through a National ETS,G Timilsina,Energy in Transition,"7th IAEE Asian Conference, February 12-15, 2020",0,2020,NA,1Ye0OR6EYb4C
318189,Govinda R.,Timilsina,Govinda R. Timilsina,DECSI,tgAAvNAAAAAJ,Targeted technology strategies for low-carbon economic growth: linking bottom-up and top-down assessments,"IS Wing, G Timilsina",Handbook on Green Growth,,0,2019,NA,WC9gN4BGCRcC
318189,Govinda R.,Timilsina,Govinda R. Timilsina,DECSI,tgAAvNAAAAAJ,How Much Would China Gain from Power Sector Reforms?,"G Timilsina, J Pang, X Yang",Development Research,,0,2019,NA,q-HalDI95KYC
318189,Govinda R.,Timilsina,Govinda R. Timilsina,DECSI,tgAAvNAAAAAJ,Energy Sector Impacts Of Meeting China's Pledges Under The Paris Agreement,G Timilsina,"Local Energy, Global Markets","42nd IAEE International Conference, May 29 …",0,2019,NA,-mN3Mh-tlDkC
318189,Govinda R.,Timilsina,Govinda R. Timilsina,DECSI,tgAAvNAAAAAJ,Environmental Fiscal Reform in Morocco: Options and Pathways,"G Peszko, S Black, A Platonova-Oquab, D Heine, G Timilsina",,,0,2019,NA,SjuI4pbJlxcC
318189,Govinda R.,Timilsina,Govinda R. Timilsina,DECSI,tgAAvNAAAAAJ,Economy-wide Cost of Electricity Load Shedding in Nepal,"G Timilsina, J Steinbuks, P Sapkota",,,0,2019,NA,XUvXOeBm_78C
318189,Govinda R.,Timilsina,Govinda R. Timilsina,DECSI,tgAAvNAAAAAJ,Carbon Pricing: What Do We Know from Studies for China and the Rest of Asia?,GR Timilsina,Energy Exploitation and Cooperation in Asia,6th IAEE Asian Conference …,0,2018,NA,zCSUwVk65WsC
318189,Govinda R.,Timilsina,Govinda R. Timilsina,DECSI,tgAAvNAAAAAJ,Global Carbon Pricing Policies for China,GR Timilsina,Energy Exploitation and Cooperation in Asia,6th IAEE Asian Conference …,0,2018,NA,jgBuDB5drN8C
318189,Govinda R.,Timilsina,Govinda R. Timilsina,DECSI,tgAAvNAAAAAJ,Electricity Access and Economic Development in Africa: Options for Accelerating Progress,"M Toman, J Steinbuks, J Peters, J Mensah, G Timilsina",Evolving Energy Realities: Adapting to What's Next,36th USAEE/IAEE North …,0,2018,NA,ubry08Y2EpUC
318189,Govinda R.,Timilsina,Govinda R. Timilsina,DECSI,tgAAvNAAAAAJ,Emission Trading or Carbon Tax or Both? Some Insights from a Multi-Regional CGE Model of China,"GR Timilsina, J Wu, Y Fan, Y Xia",Transforming Energy Markets,"41st IAEE International Conference, Jun 10-13, 2018",0,2018,NA,vDZJ-YLwNdEC
318189,Govinda R.,Timilsina,Govinda R. Timilsina,DECSI,tgAAvNAAAAAJ,"Status, trends, and drivers","GR Timilsina, A Shrestha",Routledge Handbook of Energy in Asia,81,0,2017,NA,r_AWSJRzSzQC
318189,Govinda R.,Timilsina,Govinda R. Timilsina,DECSI,tgAAvNAAAAAJ,Macroeconomic and Sectoral Impacts of Climate Change Mitigation in Thailand 1,GR Timilsina,Evaluating Climate Change and Development,171-192,0,2017,NA,F2UWTTQJPOcC
318189,Govinda R.,Timilsina,Govinda R. Timilsina,DECSI,tgAAvNAAAAAJ,Energy Efficiency Barriers in Commercial and Industrial Firms in Ukraine,"G Hochman, GR Timilsina",Elsevier,,0,2017,NA,MhiOAD_qIWkC
318189,Govinda R.,Timilsina,Govinda R. Timilsina,DECSI,tgAAvNAAAAAJ,Analyzing Energy Efficiency Barriers in the Commercial and Industrial Sectors in Ukraine,"GR Timilsina, I Fedets, G Hochman",Energy Economics Emerging from the Caspian Region: Challenges and …,,0,2016,NA,rmuvC79q63oC
318189,Govinda R.,Timilsina,Govinda R. Timilsina,DECSI,tgAAvNAAAAAJ,Development of low-carbon energy supply system in Romania,"GR Timilsina, E Jorgensen",World Bank Policy Research Working Paper,,0,2016,NA,4fGpz3EwCPoC
318189,Govinda R.,Timilsina,Govinda R. Timilsina,DECSI,tgAAvNAAAAAJ,Potential Gains from Regional Cooperation and Trade of Electricity in South Asia,"GR Timilsina, M Toman",Meeting Asia's Energy Challenges,"5th IAEE Asian Conference, Feb 14-17, 2016",0,2016,NA,dBIO0h50nwkC
318189,Govinda R.,Timilsina,Govinda R. Timilsina,DECSI,tgAAvNAAAAAJ,Technology Strategies for Low-Carbon Economic Growth,"IS Wing, G Timilsina","World Bank, Washington, DC",,0,2016,NA,rTD5ala9j4wC
318189,Govinda R.,Timilsina,Govinda R. Timilsina,DECSI,tgAAvNAAAAAJ,How Do We Prioritize the GHG Mitigation Options?,"G Timilsina, A Sikharulidze, E Karapoghosyan, S Shatvoryan","World Bank, Washington, DC",,0,2016,NA,3bvyWxjaHKcC
318189,Govinda R.,Timilsina,Govinda R. Timilsina,DECSI,tgAAvNAAAAAJ,The Economics of Renewable Energy Promotion Policies: A Case of Wind Power in Brazil,G Timilsina,Handbook of Research on Green Economic Development Initiatives and …,,0,2016,NA,LO7wyVUgiFcC
318189,Govinda R.,Timilsina,Govinda R. Timilsina,DECSI,tgAAvNAAAAAJ,Prioritizing GHG Mitigation Options in Georgia: Development of Marginal Abatement Cost Curves for the Building Sector,"G Timilsina, A Sikharulidze, E Karapoghosyan",The Dynamic Energy Landscape,"33rd USAEE/IAEE North American Conference, Oct …",0,2015,NA,nrtMV_XWKgEC
318189,Govinda R.,Timilsina,Govinda R. Timilsina,DECSI,tgAAvNAAAAAJ,The Nexus between Energy Access and Welfare of Low Income Households,"G Timilsina, M Toman","Energy Security, Technology and Sustainability Challenges Across the Globe …",,0,2015,NA,IUKN3-7HHlwC
318189,Govinda R.,Timilsina,Govinda R. Timilsina,DECSI,tgAAvNAAAAAJ,Global Biofuel Development after 2007/08 Crises,GR Timilsina,"University of California, Berkeley",,0,2015,NA,35r97b3x0nAC
318189,Govinda R.,Timilsina,Govinda R. Timilsina,DECSI,tgAAvNAAAAAJ,Oil Prices and the Global Economy,GR Timilsina,Elsevier,,0,2015,NA,HhcuHIWmDEUC
318189,Govinda R.,Timilsina,Govinda R. Timilsina,DECSI,tgAAvNAAAAAJ,"The Impacts of Biofuels on the Economy, Environment, and Poverty||[electronic resource]","GR Timilsina, D Zilberman","Springer New York|| Imprint Springer,",,0,2015,NA,MpfHP-DdYjUC
318189,Govinda R.,Timilsina,Govinda R. Timilsina,DECSI,tgAAvNAAAAAJ,Economics of Transiting to Renewable Energy in Morocco,"GR Timilsina, F Landis",,,0,2014,NA,oi2SiIJ9l4AC
318189,Govinda R.,Timilsina,Govinda R. Timilsina,DECSI,tgAAvNAAAAAJ,Biodiesel Potential in Nepal: Import Substitution and GHG Mitigation,"GR Timilsina, U Tiwari","University of California, Berkeley",,0,2014,NA,tkaPQYYpVKoC
318189,Govinda R.,Timilsina,Govinda R. Timilsina,DECSI,tgAAvNAAAAAJ,An economic model of the fuel-ethanol-sugar complex in Zimbabwe,"D Drabik, H de Gorter, GR Timilsina",Book of Abstracts of the,"18th ICABR Conference, 33-33",0,2014,NA,kzcrU_BdoSEC
318189,Govinda R.,Timilsina,Govinda R. Timilsina,DECSI,tgAAvNAAAAAJ,An Economic Model of Brazil’s Ethanol-Sugar Markets and Impacts of Fuel Policies,"D Drabik, H de Gorter, DR Just, GR Timilsina",,,0,2014,NA,_Ybze24A_UAC
318189,Govinda R.,Timilsina,Govinda R. Timilsina,DECSI,tgAAvNAAAAAJ,Biofuel Technologies and Potential,"JJ Cheng, GR Timilsina, D Zilberman","The Impacts of Biofuels on the Economy, Environment, and Poverty",15-31,0,2014,NA,eq2jaN3J8jMC
318189,Govinda R.,Timilsina,Govinda R. Timilsina,DECSI,tgAAvNAAAAAJ,Policy Update: The effect of Brazilian policies on ethanol market prices,"H Gorter, D Drabik, EM Kliauga, GR Timilsina",Biofuels,"4 (6), 583-585",0,2013,NA,D_sINldO8mEC
318189,Govinda R.,Timilsina,Govinda R. Timilsina,DECSI,tgAAvNAAAAAJ,Edited Volumes (2004-present),G Timilsina,,,0,2013,NA,6_hjMsCP8ZoC
318189,Govinda R.,Timilsina,Govinda R. Timilsina,DECSI,tgAAvNAAAAAJ,Should Zambia produce biodiesel from soybeans? some insights from an empirical analysis,"H De Gorter, D Drabik, GR Timilsina",Some Insights from an Empirical Analysis (June,"1, 2013). World Bank Policy …",0,2013,NA,tOudhMTPpwUC
318189,Govinda R.,Timilsina,Govinda R. Timilsina,DECSI,tgAAvNAAAAAJ,Linking power supply to jobs: estimating employment effects of Powerlinks Transmission Limited Project in India and Bhutan,"N Datta, G Timilsina, M Khanna, FC Massuet",The World Bank,,0,2013,NA,U_HPUtbDl20C
318189,Govinda R.,Timilsina,Govinda R. Timilsina,DECSI,tgAAvNAAAAAJ,An Economic Model of Brazil's Ethanol-Sugar Markets and Impacts of Fuel Policies,"GR Timilsina, EM Kliauga, D Drabik, H de Gorter",,,0,2013,NA,Ade32sEp0pkC
318189,Govinda R.,Timilsina,Govinda R. Timilsina,DECSI,tgAAvNAAAAAJ,Potential Gains and Losses of Biofuel Production in Argentina: A Computable General Equilibrium Analysis,G Timilsina,,,0,2012,NA,DkZNVXde3BIC
318189,Govinda R.,Timilsina,Govinda R. Timilsina,DECSI,tgAAvNAAAAAJ,Demand side instruments to reduce road transportation externalities in the greater cairo metropolitan area,"GRT Timilsina, IWHP Parry, IWH Parry, GR Timilsina",,,0,2012,NA,2l5NCbZemmgC
318189,Govinda R.,Timilsina,Govinda R. Timilsina,DECSI,tgAAvNAAAAAJ,Inventories and the Global Food-Commodity Prices,"G Hochman, D Rajagopal, G Timilsina, D Zilberman",Perspectives on Biofuels: Potential Benefits and Possible Pitfalls,69-85,0,2012,NA,L1USKYWJimsC
318189,Govinda R.,Timilsina,Govinda R. Timilsina,DECSI,tgAAvNAAAAAJ,Biofuels and Climate Change Mitigation,"GR Timilsina, S Mevel",,,0,2011,NA,raTqNPD5sRQC
318189,Govinda R.,Timilsina,Govinda R. Timilsina,DECSI,tgAAvNAAAAAJ,The World Bank research observer 26 (1),"M Gersovitz, M Ravallion, C Graham, P Honohan, S Yoder, GR Timilsina, ...",The World Bank research observer,"26 (73278), 1-195",0,2011,NA,sszUF3NjhM4C
318189,Govinda R.,Timilsina,Govinda R. Timilsina,DECSI,tgAAvNAAAAAJ,Climate Change in the Nepal Himalayas: What we know and what we need to know,"MR Gautam, G Timilsina, K Acharya",,,0,2011,NA,bKqednn6t2AC
318189,Govinda R.,Timilsina,Govinda R. Timilsina,DECSI,tgAAvNAAAAAJ,Second-generation biofuels: economics and policies,"GR Timilsina, X Du, MA Carriquiry",The World Bank,,0,2010,NA,b0M2c_1WBrUC
318189,Govinda R.,Timilsina,Govinda R. Timilsina,DECSI,tgAAvNAAAAAJ,Would There Be Surplus Grains for Biofuels? An Assessment of Agro-economic Factors and Biofuel Production Potential at the Global Level,"KP Paudel, GR Timilsina",Staff Papers,,0,2010,NA,CHSYGLWDkRkC
318189,Govinda R.,Timilsina,Govinda R. Timilsina,DECSI,tgAAvNAAAAAJ,A Unilateral Clean Development Mechanism Scheme for a Developing Country: A General Equilibrium Analysis,"GR Timilsina, RM Shrestha",Developing & Delivering Affordable Energy in the,"21st Century, 27th USAEE …",0,2007,NA,DJbcl8HfkQkC
318189,Govinda R.,Timilsina,Govinda R. Timilsina,DECSI,tgAAvNAAAAAJ,Can a carbon tax result in a strong double dividend in developing economies: the case of Thailand,GR Timilsina,,,0,2005,NA,9pM33mqn1YgC
318189,Govinda R.,Timilsina,Govinda R. Timilsina,DECSI,tgAAvNAAAAAJ,Modelling climate change policies: an application of ENERGY2020,"G Timilsina, A Bhargava, G Backus",,,0,2005,NA,dTyEYWd-f8wC
318189,Govinda R.,Timilsina,Govinda R. Timilsina,DECSI,tgAAvNAAAAAJ,Economic Impact of Oil and Gas Industry in British Columbia,"A Bhargava, B Bowers, G Timilsina, J Poliakov, R McManus, E Stokes",Energy & Mines,,0,2004,NA,F1b5ZUV5XREC
318189,Govinda R.,Timilsina,Govinda R. Timilsina,DECSI,tgAAvNAAAAAJ,Energy consumption and GHG emissions from the upstream oil and gas sector in Canada: an overview,"A Bhargava, G Timilsina",,,0,2004,NA,_B80troHkn4C
318189,Govinda R.,Timilsina,Govinda R. Timilsina,DECSI,tgAAvNAAAAAJ,Case study on the role of fiscal policy in the development of hydrogen technologies: executive summary,"G Backus, A Bhargava, D Bruchet, M Horne, J Poliakov, J Row, A Taylor, ...",,,0,2004,NA,Ak0FvsSvgGUC
318189,Govinda R.,Timilsina,Govinda R. Timilsina,DECSI,tgAAvNAAAAAJ,Power in Thailand: market prospects and investment opportunities (updated and revised edition),"T Lefevre, R Pacudan, G Timilsina, J Todoc",,,0,1998,NA,Bg7qf7VwUHIC
318189,Govinda R.,Timilsina,Govinda R. Timilsina,DECSI,tgAAvNAAAAAJ,"Erratum to"" Factors affecting CO 2 intensities of power sector in Asia: A Divisia decomposition analysis""[Energy Economics 18 (1996) 265]","RM Shrestha, GR Timilsina",Energy Economics,"19, 391-392",0,1997,NA,FiytvqdAVhgC
318189,Govinda R.,Timilsina,Govinda R. Timilsina,DECSI,tgAAvNAAAAAJ,"1 Ninety out of 110 countries for which data are available throughout the 1971–2014 period have energy demand elasticity with respect to GDP, in the range of 0.3 to 2.0. More …",GR Timilsina,Routledge Handbook of Energy Economics,"33 (3), 2",0,NA,NA,AXkvAH5U_nMC
318189,Govinda R.,Timilsina,Govinda R. Timilsina,DECSI,tgAAvNAAAAAJ,"Impacts of Biofuels on the Economy, Environment, and Poverty [electronic Resource]: A Global Perspective",GR Timilsina,Springer.,,0,NA,NA,5MTHONV0fEkC
318189,Govinda R.,Timilsina,Govinda R. Timilsina,DECSI,tgAAvNAAAAAJ,"Targeted Technology Strategies for Low-Carbon Economic Growth: Linking Bottom-Up and Top-Down Assessments Prepared for the Handbook on Green Growth (R. Fouquet, ed.)","IS Wing, G Timilsina",,,0,NA,NA,P7Ujq4OLJYoC
318189,Govinda R.,Timilsina,Govinda R. Timilsina,DECSI,tgAAvNAAAAAJ,Demand Side Management Programs under the Clean Development Mechanism of the Kyoto Protocol: A General Equilibrium Analysis,"G Timilsina, R Shrestha",From Restructuring to Sustainability: Energy Policies for the,21st Century,0,NA,NA,KbBQZpvPDL4C
318189,Govinda R.,Timilsina,Govinda R. Timilsina,DECSI,tgAAvNAAAAAJ,Does a Carbon Tax on Fossil Fuels Promote Biofuels?,"G Timilsina, S Csordás, S Mevel","Energy and the Environment: Conventional and Unconventional Solutions,,",,0,NA,NA,3htObqc8RwsC
318189,Govinda R.,Timilsina,Govinda R. Timilsina,DECSI,tgAAvNAAAAAJ,"Alberta's Oil Sands: Potential Contributions to Provincial, National and Global Economies",GR Timilsina,"Energy in World of Changing Costs and Technologies,,",,0,NA,NA,OR75R8vi5nAC
318189,Govinda R.,Timilsina,Govinda R. Timilsina,DECSI,tgAAvNAAAAAJ,Biofuels in the long-run global energy supply mix,GR Timilsina,,,0,NA,NA,fEOibwPWpKIC
318189,Govinda R.,Timilsina,Govinda R. Timilsina,DECSI,tgAAvNAAAAAJ,Albania-Integrated Coastal Zone Management and Clean-Up Project: request for inspection,"HB Dulal, GR Timilsina",The World Bank,,0,NA,NA,-_dYPAW6P2MC
318189,Govinda R.,Timilsina,Govinda R. Timilsina,DECSI,tgAAvNAAAAAJ,Cambodia-Improved Access to Communications in Rural Cambodia Project,"A Anas, GR Timilsina",The World Bank,,0,NA,NA,wbdj-CoPYUoC
318189,Govinda R.,Timilsina,Govinda R. Timilsina,DECSI,tgAAvNAAAAAJ,Indonesia-Health Work Force and Services; and Third Provincial Health Project,"A Anas, GR Timilsina",The World Bank,,0,NA,NA,J-pR_7NvFogC
318189,Govinda R.,Timilsina,Govinda R. Timilsina,DECSI,tgAAvNAAAAAJ,Fiscal policy instruments for reducing congestion and atmospheric emissions in the transport sector: a review,"HB Dulal, GR Timilsina",The World Bank,,0,NA,NA,1qzjygNMrQYC
318189,Govinda R.,Timilsina,Govinda R. Timilsina,DECSI,tgAAvNAAAAAJ,Brazil-Pernambuco Integrated Development: Education Quality Improvement Project,"S Mevel, GR Timilsina, A Shrestha",The World Bank,,0,NA,NA,V3AGJWp-ZtQC
318189,Govinda R.,Timilsina,Govinda R. Timilsina,DECSI,tgAAvNAAAAAJ,Draft kerangka kerja perlindungan lingkungan hidup dan sosial,"A Anas, GR Timilsina",The World Bank,,0,NA,NA,kRWSkSYxWN8C
318189,Govinda R.,Timilsina,Govinda R. Timilsina,DECSI,tgAAvNAAAAAJ,"Status of projects in execution (SOPE)-FY08: Africa region-Congo, Democratic Republic of","A Anas, GR Timilsina",The World Bank,,0,NA,NA,mvPsJ3kp5DgC
318189,Govinda R.,Timilsina,Govinda R. Timilsina,DECSI,tgAAvNAAAAAJ,World oil price and biofuels: a general equilibrium analysis,"S Mevel, GR Timilsina, A Shrestha",The World Bank,,0,NA,NA,q3oQSFYPqjQC
51132,Hanan G.,Jacoby,Hanan G. Jacoby,DECSI,ms1aMr0AAAAJ,"Risk, financial markets, and human capital in a developing country","HG Jacoby, E Skoufias",The Review of Economic Studies,"64 (3), 311",1418,1997,"13491713077170507906,3954313087826137510",u5HHmVD_uO8C
51132,Hanan G.,Jacoby,Hanan G. Jacoby,DECSI,ms1aMr0AAAAJ,Early childhood nutrition and academic achievement: a longitudinal analysis,"P Glewwe, HG Jacoby, EM King",Journal of public economics,"81 (3), 345-368",921,2001,3833405206208142977,d1gkVwhDpl0C
51132,Hanan G.,Jacoby,Hanan G. Jacoby,DECSI,ms1aMr0AAAAJ,Access to markets and the benefits of rural roads,HG Jacoby,The Economic Journal,"110 (465), 713-737",733,2000,"3494357461180753855,9595701026161113314",qjMakFHDy7sC
51132,Hanan G.,Jacoby,Hanan G. Jacoby,DECSI,ms1aMr0AAAAJ,Hazards of expropriation: tenure insecurity and investment in rural China,"HG Jacoby, G Li, S Rozelle",American Economic Review,"92 (5), 1420-1447",721,2002,7723599124654399571,2osOgNQ5qMEC
51132,Hanan G.,Jacoby,Hanan G. Jacoby,DECSI,ms1aMr0AAAAJ,Shadow wages and peasant family labour supply: an econometric application to the Peruvian Sierra,HG Jacoby,The Review of Economic Studies,"60 (4), 903-921",652,1993,"5342495848907958165,29118425161444011,12286775428857596899,15674644549181167123",u-x6o8ySG0sC
51132,Hanan G.,Jacoby,Hanan G. Jacoby,DECSI,ms1aMr0AAAAJ,Student achievement and schooling choice in low-income countries: Evidence from Ghana,"P Glewwe, H Jacoby",Journal of Human Resources,843-864,613,1994,"4491673336211184798,10044443595931667274",9yKSN-GCB0IC
51132,Hanan G.,Jacoby,Hanan G. Jacoby,DECSI,ms1aMr0AAAAJ,An economic analysis of delayed primary school enrollment and childhood malnutrition in a low income country,"P Glewwe, H Jacoby",Review of Economics and Statistics,"77 (1), 156-69",559,1995,"14866004344207232743,6188774056597713010,5215071598679549057,3416480301614278557",eQOLeE2rZwMC
51132,Hanan G.,Jacoby,Hanan G. Jacoby,DECSI,ms1aMr0AAAAJ,Borrowing constraints and progress through school: Evidence from Peru,HG Jacoby,The Review of Economics and Statistics,151-160,436,1994,"14566729615343360153,7661796601720507803",UeHWp8X0CEIC
51132,Hanan G.,Jacoby,Hanan G. Jacoby,DECSI,ms1aMr0AAAAJ,Is land titling in Sub-Saharan Africa cost-effective? Evidence from Madagascar,"HG Jacoby, B Minten",The World Bank Economic Review,"21 (3), 461-485",311,2007,"2536451843498249287,14538471302460066781",ufrVoPGSRksC
51132,Hanan G.,Jacoby,Hanan G. Jacoby,DECSI,ms1aMr0AAAAJ,Is there an intrahousehold ‘flypaper effect’? Evidence from a school feeding programme,HG Jacoby,The Economic Journal,"112 (476), 196-221",294,2002,"92347903531484138,3632008695884866514",zYLM7Y9cAGgC
51132,Hanan G.,Jacoby,Hanan G. Jacoby,DECSI,ms1aMr0AAAAJ,Economic growth and the demand for education: is there a wealth effect?,"P Glewwe, HG Jacoby",Journal of development Economics,"74 (1), 33-51",287,2004,9043057641519030020,Tyk-4Ss8FVUC
51132,Hanan G.,Jacoby,Hanan G. Jacoby,DECSI,ms1aMr0AAAAJ,On measuring the benefits of lower transport costs,"HG Jacoby, B Minten",Journal of Development Economics,"89 (1), 28-38",250,2009,16522898724622202946,feST4K8J0scC
51132,Hanan G.,Jacoby,Hanan G. Jacoby,DECSI,ms1aMr0AAAAJ,The economics of polygyny in sub-Saharan Africa: Female productivity and the demand for wives in Côte d'Ivoire,HG Jacoby,Journal of Political Economy,"103 (5), 938-971",214,1995,6371950844638366084,W7OEmFMy1HYC
51132,Hanan G.,Jacoby,Hanan G. Jacoby,DECSI,ms1aMr0AAAAJ,Productivity of men and women and the sexual division of labor in peasant agriculture of the Peruvian Sierra,HG Jacoby,Journal of Development Economics,"37 (1-2), 265-287",187,1991,14887977252851856823,Y0pCki6q_DkC
51132,Hanan G.,Jacoby,Hanan G. Jacoby,DECSI,ms1aMr0AAAAJ,Testing theories of consumption behavior using information on aggregate shocks: Income seasonality and rainfall in rural India,"HG Jacoby, E Skoufias",American Journal of Agricultural Economics,"80 (1), 1-14",186,1998,4555627390642917503,WF5omc3nYNoC
51132,Hanan G.,Jacoby,Hanan G. Jacoby,DECSI,ms1aMr0AAAAJ,An eclectic approach to estimating the determinants of achievement in Jamaican primary education,"P Glewwe, M Grosh, H Jacoby, M Lockheed",The World Bank Economic Review,"9 (2), 231-258",145,1995,12272795962233812020,YsMSGLbcyi4C
51132,Hanan G.,Jacoby,Hanan G. Jacoby,DECSI,ms1aMr0AAAAJ,"FOOD PRICES, WAGES, AND WELFARE IN RURAL INDIA",HG Jacoby,Economic Inquiry,"54 (1), 159-176",136,2016,14046307318224072613,ehoypfNsBj8C
51132,Hanan G.,Jacoby,Hanan G. Jacoby,DECSI,ms1aMr0AAAAJ,Land Tenancy and Non‐Contractible Investment in Rural Pakistan,"HG Jacoby, G Mansuri",Review of Economic Studies,"75 (3), 763-788",120,2008,"11654940348086257925,12494732408231703998,16085878137464605644,2808486141308047908",kNdYIx-mwKoC
51132,Hanan G.,Jacoby,Hanan G. Jacoby,DECSI,ms1aMr0AAAAJ,Monsoon Babies: Rainfall Shocks and Child Nutrition in Nepal,"S Tiwari, HG Jacoby, E Skoufias",Economic Development and Cultural Change,"65 (2), 167-188",116,2017,"6086734821198874135,8548325874235125995,11722757670253211991",KqnX2w3egDsC
51132,Hanan G.,Jacoby,Hanan G. Jacoby,DECSI,ms1aMr0AAAAJ,Watta Satta: Bride Exchange and Women's Welfare in Rural Pakistan,"HG Jacoby, G Mansuri",American Economic Review,"100 (4), 1804-25",105,2010,"10909648181651290400,13724078415226894253",4DMP91E08xMC
51132,Hanan G.,Jacoby,Hanan G. Jacoby,DECSI,ms1aMr0AAAAJ,Monopoly power and distribution in fragmented markets: The case of groundwater,"HG Jacoby, R Murgai, S Ur Rehman",The Review of Economic Studies,"71 (3), 783-808",91,2004,7182129336609470275,_IsBomjs8bsC
51132,Hanan G.,Jacoby,Hanan G. Jacoby,DECSI,ms1aMr0AAAAJ,Weather and Child Health in Rural Nigeria,"M Rabassa, E Skoufias, HG Jacoby",Journal of African Economies,"23 (4), 464–492",87,2014,9512075041236949491,4E1Y8I9HL1wC
51132,Hanan G.,Jacoby,Hanan G. Jacoby,DECSI,ms1aMr0AAAAJ,Distributional implications of climate change in rural India: a general equilibrium approach,"HG Jacoby, M Rabassa, E Skoufias",American Journal of Agricultural Economics,"97 (4), 1135-1156",86,2015,"3949103588525709135,16872136168762996877,11224714047665873980",D03iK_w7-QYC
51132,Hanan G.,Jacoby,Hanan G. Jacoby,DECSI,ms1aMr0AAAAJ,Crossing boundaries: How social hierarchy impedes economic mobility,"HG Jacoby, G Mansuri",Journal of Economic Behavior & Organization,"117, 135-154",81,2015,"14738918701309837387,6922620580218580607",f2IySw72cVMC
51132,Hanan G.,Jacoby,Hanan G. Jacoby,DECSI,ms1aMr0AAAAJ,"Incentives, supervision, and sharecropper productivity","HG Jacoby, G Mansuri",Journal of Development Economics,"88 (2), 232-241",81,2009,"14388761623086028418,18421952106274443057,14335527183007367515,2900228010396367265",ULOm3_A8WrAC
51132,Hanan G.,Jacoby,Hanan G. Jacoby,DECSI,ms1aMr0AAAAJ,Self-selection and the redistributive impact of in-kind transfers: An econometric analysis,HG Jacoby,Journal of Human Resources,233-249,65,1997,1624153160035618600,roLk4NBRz8UC
51132,Hanan G.,Jacoby,Hanan G. Jacoby,DECSI,ms1aMr0AAAAJ,School enrollment and completion in Vietnam: An investigation of recent trends,"P Gleivwe, H Jacoby",Household welfare and Vietnam's transition,201,60,1998,9136401736855325931,5nxA0vEk-isC
51132,Hanan G.,Jacoby,Hanan G. Jacoby,DECSI,ms1aMr0AAAAJ,Weathering the storm: The impact of the East Asian crisis on farm households in Indonesia and Thailand,"F Bresciani, G Feder, DO Gilligan, HG Jacoby, T Onchan, J Quizon",The World Bank Research Observer,"17 (1), 1-20",57,2002,964646915470552614,hqOjcs7Dif8C
51132,Hanan G.,Jacoby,Hanan G. Jacoby,DECSI,ms1aMr0AAAAJ,The balance of self-reported heterosexual activity in KAP surveys and the AIDS epidemic in Africa,"M Gersovitz, HG Jacoby, FS Dedy, AG Tapé",Journal of the American Statistical Association,"93 (443), 875-883",57,1998,7238188393633131092,LkGwnXOMwfcC
51132,Hanan G.,Jacoby,Hanan G. Jacoby,DECSI,ms1aMr0AAAAJ,Recommendations for collecting panel data,"P Glewwe, H Jacoby",Designing household survey questionnaires for developing countries: lessons …,,53,2000,13175915196621109623,Se3iqnhoufwC
51132,Hanan G.,Jacoby,Hanan G. Jacoby,DECSI,ms1aMr0AAAAJ,Environmental determinants of child mortality in rural China: a competing risks approach,"L Wang, H Jacoby",World Bank Publications,,39,2004,271610573848982811,Zph67rFs4hoC
51132,Hanan G.,Jacoby,Hanan G. Jacoby,DECSI,ms1aMr0AAAAJ,is land titling in sub-Saharan Africa Cost-effective?,"HG Jacoby, B Minten",World Bank Economic Review,,27,2012,14529437150669272660,-38epGy1wY0C
51132,Hanan G.,Jacoby,Hanan G. Jacoby,DECSI,ms1aMr0AAAAJ,Impact of the West African Ebola epidemic on agricultural production and rural welfare: Evidence from Liberia,"A De La Fuente, HG Jacoby, KG Lawin",Journal of African Economies,"29 (5), 454-474",25,2020,7074611480185112473,GHsHDPAyICYC
51132,Hanan G.,Jacoby,Hanan G. Jacoby,DECSI,ms1aMr0AAAAJ,Changing wage structure in India in the post-reform era: 1993–2011,"HG Jacoby, B Dasgupta",IZA Journal of Development and Migration,8 (8),19,2018,4046726988631909107,Ul_CLA4dPeMC
51132,Hanan G.,Jacoby,Hanan G. Jacoby,DECSI,ms1aMr0AAAAJ,The effects of the Indonesian economic crisis on agricultural households: Evidence from the National Farmers Household Panel Survey (PATANAS),"DO Gilligan, H Jacoby, J Quizon",The World Bank,,18,2000,10847570776194604367,vofGIMt6cyEC
51132,Hanan G.,Jacoby,Hanan G. Jacoby,DECSI,ms1aMr0AAAAJ,“Well-fare” economics of groundwater in South Asia,HG Jacoby,The World Bank Research Observer,"32 (1), 1-20",15,2017,18047579954790299610,xa5BkEQK8BgC
51132,Hanan G.,Jacoby,Hanan G. Jacoby,DECSI,ms1aMr0AAAAJ,Contracting under uncertainty: groundwater in south india,"X Giné, HG Jacoby",Quantitative Economics,"11 (1), 399-435",9,2020,"3051876792709157340,13269851747541016527,17584661853455012173",8p8iYwVyaVcC
