handle,citation,dsoid,abstract_views,downloads,scraping_date
10986/25959,"Venables, Anthony J.. 2017. Breaking into Tradables : Urban Form and Urban Function in a Developing City. Policy Research Working Paper;No. 7950. World Bank, Washington, DC. © World Bank. https://openknowledge.worldbank.org/handle/10986/25959 License: CC BY 3.0 IGO.”",39076,658.0,290.0,11/16/2021 17:23:49
10986/31086,"Jamison, Julian; McGee, Kevin Robert; Oseni, Gbemisola; Perng, Julie; Sato, Ryoko; Tanaka, Tomomi; Vakis, Renos. 2018. The Relationship between Conflicts, Economic Shocks, and Death with Depression, Economic Activities, and Human Capital Investment in Nigeria. Policy Research Working Paper;No. 8685. World Bank, Washington, DC. © World Bank. https://openknowledge.worldbank.org/handle/10986/31086 License: CC BY 3.0 IGO.”",57748,461.0,319.0,11/16/2021 17:23:50
10986/3224,"Aksoy, M. Ataman; Yagci, Fahrettin. 2012. Mozambique Cashew Reforms Revisited. Policy Research working paper ; no. WPS 5939. World Bank. © World Bank. https://openknowledge.worldbank.org/handle/10986/3224 License: CC BY 3.0 IGO.”",3096,626.0,399.0,11/16/2021 17:23:51
10986/32586,"Brown, Elizabeth D.; Tanner, Jeffery C.. 2019. Integrating Value for Money and Impact Evaluations : Issues, Institutions, and Opportunities. Policy Research Working Paper;No. 9041. World Bank, Washington, DC. © World Bank. https://openknowledge.worldbank.org/handle/10986/32586 License: CC BY 3.0 IGO.”",61662,600.0,288.0,11/16/2021 17:23:52
10986/32588,"Iootty, Mariana; Pena, Jorge; De Rosa, Donato. 2019. Productivity Growth in Romania : A Firm-Level Analysis. Policy Research Working Paper;No. 9043. World Bank, Washington, DC. © World Bank. https://openknowledge.worldbank.org/handle/10986/32588 License: CC BY 3.0 IGO.”",61664,714.0,321.0,11/16/2021 17:23:54
10986/34590,"Dasgupta, Susmita; Wheeler, David. 2020. Modeling and Predicting the Spread of Covid-19 : Comparative Results for the United States, the Philippines, and South Africa. Policy Research Working Paper; No. 9419. World Bank, Washington, DC. © World Bank. https://openknowledge.worldbank.org/handle/10986/34590 License: CC BY 3.0 IGO.”",68041,721.0,298.0,11/16/2021 17:23:55
10986/3537,"Castaneda, Pablo; Rudolph, Heinz P.. 2011. Upgrading Investment Regulations in Second Pillar Pension Systems :  A Proposal for Colombia. Policy Research working paper ; no. WPS 5775. World Bank. © World Bank. https://openknowledge.worldbank.org/handle/10986/3537 License: CC BY 3.0 IGO.”",3409,523.0,347.0,11/16/2021 17:23:56
10986/3648,"Cull, Robert; Xu, L. Colin. 2011. Job Growth and Finance : Are Some Financial Institutions Better Suitedto Early Stages of Development Than Others?. Policy Research working paper ; no. WPS 5880. World Bank. © World Bank. https://openknowledge.worldbank.org/handle/10986/3648 License: CC BY 3.0 IGO.”",3520,499.0,392.0,11/16/2021 17:23:57
10986/3712,"Anos-Casero, Paloma; de Astarloa, Bernardo Diaz. 2010. Estimating the Import Content of Argentine Exports. Policy Research working paper ; no. WPS 5225. World Bank. © World Bank. https://openknowledge.worldbank.org/handle/10986/3712 License: CC BY 3.0 IGO.”",3584,441.0,453.0,11/16/2021 17:23:59
10986/4317,"Mattoo, Aaditya; Subramanian, Arvind; van der Mensbrugghe, Dominique; He, Jianwu. 2009. Can Global De-Carbonization Inhibit Developing Country Industrialization?. Policy Research working paper ; no. WPS 5121. World Bank. © World Bank. https://openknowledge.worldbank.org/handle/10986/4317 License: CC BY 3.0 IGO.”",4189,693.0,405.0,11/16/2021 17:24:01
10986/15889,"Coulibaly, Souleymane; Diaby, Mohamed. 2013. Solow in Transition : Macro and Micro Determinants of Savings in Armenia. Policy Research Working Paper;No. 6531. World Bank, Washington, DC. © World Bank. https://openknowledge.worldbank.org/handle/10986/15889 License: CC BY 3.0 IGO.”",16819,754.0,337.0,11/16/2021 17:24:03
10986/16868,"Hanusch, Marek; Keefer, Philip. 2013. Promises, Promises : Vote-Buying and the Electoral Mobilization Strategies of Non-Credible Politicians. Policy Research Working Paper;No. 6653. World Bank, Washington, DC. © World Bank. https://openknowledge.worldbank.org/handle/10986/16868 License: CC BY 3.0 IGO.”",18174,659.0,320.0,11/16/2021 17:24:04
10986/18195,"Badiane, Ousmane; Ghura, Dhaneshwar; Goreux, Louis; Masson, Paul. 2002. Cotton Sector Strategies in West and Central Africa. Policy Research Working Paper;No. 2867. World Bank, Washington, DC. © World Bank. https://openknowledge.worldbank.org/handle/10986/18195 License: CC BY 3.0 IGO.”",20354,485.0,347.0,11/16/2021 17:24:05
10986/19499,"Woolf, Fiona; Halpern, Jonathan. 2001. Integrating Independent Power Producers into Emerging Wholesale Power Markets. Policy Research Working Paper;No. 2703. World Bank, Washington, DC. © World Bank. https://openknowledge.worldbank.org/handle/10986/19499 License: CC BY 3.0 IGO.”",20422,613.0,345.0,11/16/2021 17:24:06
10986/19604,"Pursell, Garry. 2001. Australia's Experience with Local Content Programs in the Auto Industry : Lessons for India and Other Developing Countries. Policy Research Working Paper;No. 2625. World Bank, Washington, DC. © World Bank. https://openknowledge.worldbank.org/handle/10986/19604 License: CC BY 3.0 IGO.”",20500,710.0,334.0,11/16/2021 17:24:07
10986/19727,"Solimano, Andres. 2001. Can Reforming Global Institutions Help Developing Countries Share More in the Benefits from Globalization?. Policy Research Working Paper;No. 2518. World Bank, Washington, DC. © World Bank. https://openknowledge.worldbank.org/handle/10986/19727 License: CC BY 3.0 IGO.”",20627,836.0,314.0,11/16/2021 17:24:09
10986/24521,"Kabanda, Patrick. 2016. Creative Trade for Human Development. Policy Research Working Paper;No. 7684. World Bank, Washington, DC. © World Bank. https://openknowledge.worldbank.org/handle/10986/24521 License: CC BY 3.0 IGO.”",34446,686.0,313.0,11/16/2021 17:24:10
10986/33018,"Bjorkegren, Daniel; Grissen, Darrell. 2019. Behavior Revealed in Mobile Phone Usage Predicts Credit Repayment. Policy Research Working Paper;No. 9074. World Bank, Washington, DC. © World Bank. https://openknowledge.worldbank.org/handle/10986/33018 License: CC BY 3.0 IGO.”",62968,405.0,286.0,11/16/2021 17:24:11
10986/3304,"Heckelman, Jac C.; Knack, Stephen; Rogers, F. Halsey. 2011. Crossing the Threshold : An Analysis of IBRD Graduation Policy. Policy Research working paper ; no. WPS 5531. World Bank. © World Bank. https://openknowledge.worldbank.org/handle/10986/3304 License: CC BY 3.0 IGO.”",3176,885.0,451.0,11/16/2021 17:24:13
10986/33412,"Lee, Alan David; Gerner, Franz. 2020. Learning from Power Sector Reform Experiences : The Case of Vietnam. Policy Research Working Paper;No. 9169. World Bank, Washington, DC. © World Bank. https://openknowledge.worldbank.org/handle/10986/33412 License: CC BY 3.0 IGO.”",64102,671.0,302.0,11/16/2021 17:24:14
10986/4230,"Raballand, Gaël; Macchi, Patricia; Merotto, Dino; Petracco, Carly. 2009. Revising the Roads Investment Strategy in Rural Areas : An Application for Uganda. Policy Research working paper ; no. WPS 5036. World Bank. © World Bank. https://openknowledge.worldbank.org/handle/10986/4230 License: CC BY 3.0 IGO.”",4102,683.0,485.0,11/16/2021 17:24:15
10986/6712,"Deichmann, Uwe; Shilpi, Forhad; Vakis, Renos. 2008. Spatial Specialization and Farm-Nonfarm Linkages. Policy Research Working Paper No. 4611. World Bank, Washington, DC. © World Bank. https://openknowledge.worldbank.org/handle/10986/6712 License: CC BY 3.0 IGO.”",6826,547.0,348.0,11/16/2021 17:24:17
10986/8689,"Allcott, Hunt; Lederman, Daniel; López, Ramón. 2006. Political Institutions, Inequality, and Agricultural Growth : The Public Expenditure Connection. Policy Research Working Paper; No. 3902. World Bank, Washington, DC. © World Bank. https://openknowledge.worldbank.org/handle/10986/8689 License: CC BY 3.0 IGO.”",8706,606.0,395.0,11/16/2021 17:24:18
10986/8778,"Do, Quy-Toan; Levchenko, Andrei A.. 2006. Trade, Inequality, and the Political Economy of Institutions. Policy Research Working Paper; No. 3836. World Bank, Washington, DC. © World Bank. https://openknowledge.worldbank.org/handle/10986/8778 License: CC BY 3.0 IGO.”",8639,484.0,382.0,11/16/2021 17:24:19
10986/8924,"Woessmann, Ludger; Fuchs, Thomas. 2005. Families, Schools, and Primary-School Learning : Evidence for Argentina and Colombia in an International Perspective. Policy Research Working Paper; No. 3537. World Bank, Washington, DC. © World Bank. https://openknowledge.worldbank.org/handle/10986/8924 License: CC BY 3.0 IGO.”",9017,724.0,607.0,11/16/2021 17:24:20
10986/12077,"Vivarelli, Marco. 2012. Drivers of Entrepreneurship and Post-Entry Performance : Microeconomic Evidence from Advanced and Developing Countries. Policy Research Working Paper;No. 6245. World Bank, Washington, DC. © World Bank. https://openknowledge.worldbank.org/handle/10986/12077 License: CC BY 3.0 IGO.”",12211,602.0,526.0,11/16/2021 17:24:21
10986/19170,"Ozden, Caglar; Reinhardt, Eric. 2003. The Perversity of Preferences : The Generalized System of Preferences and Developing Country Trade Policies, 1976-2000. Policy Research Working Paper;No. 2955. World Bank, Washington, DC. © World Bank. https://openknowledge.worldbank.org/handle/10986/19170 License: CC BY 3.0 IGO.”",20041,2339.0,430.0,11/16/2021 17:24:23
10986/19279,"Essama-Nssah, B.. 2002. Assessing the Distributional            Impact of Public Policy. Policy Research Working Paper;No. 2883. World Bank, Washington, DC. © World Bank. https://openknowledge.worldbank.org/handle/10986/19279 License: CC BY 3.0 IGO.”",20338,572.0,331.0,11/16/2021 17:24:24
10986/19948,"Shah, Anwar. 2010. Sponsoring a Race to the Top : The Case for Results-Based  Intergovernmental Finance for Merit Goods. Policy Research Working Paper;No. 5172. World Bank, Washington, DC. © World Bank. https://openknowledge.worldbank.org/handle/10986/19948 License: CC BY 3.0 IGO.”",22880,504.0,300.0,11/16/2021 17:24:25
10986/21644,"Dix-Carneiro, Rafael; Kovak, Brian K.. 2015. Trade Reform and Regional Dynamics : Evidence From 25 Years of Brazilian Matched Employer-Employee Data. Policy Research Working Paper;No. 7205. World Bank Group, Washington, DC. © World Bank. https://openknowledge.worldbank.org/handle/10986/21644 License: CC BY 3.0 IGO.”",26057,508.0,280.0,11/16/2021 17:24:27
10986/24651,"Limodio, Nicola; Strobbe, Francesco. 2016. The Development Impact of Financial Regulation : Evidence from Ethiopia and Antebellum USA. Policy Research Working Paper;No. 7734. World Bank, Washington, DC. © World Bank. https://openknowledge.worldbank.org/handle/10986/24651 License: CC BY 3.0 IGO.”",34636,675.0,371.0,11/16/2021 17:24:28
10986/25123,"Dasgupta, Susmita; Wheeler, David. 2016. Minimizing Ecological Damage from Road Improvement in Tropical Forests. Policy Research Working Paper;No. 7826. World Bank, Washington, DC. © World Bank. https://openknowledge.worldbank.org/handle/10986/25123 License: CC BY 3.0 IGO.”",36356,782.0,291.0,11/16/2021 17:24:28
10986/25965,"Sinha, Rishabh. 2017. Long-Term Growth Scenarios for Bangladesh. Policy Research Working Paper;No. 7952. World Bank, Washington, DC. © World Bank. https://openknowledge.worldbank.org/handle/10986/25965 License: CC BY 3.0 IGO.”",39080,678.0,280.0,11/16/2021 17:24:29
10986/26371,"Alderman, Harold; Behrman, Jere R.; Tasneem, Afia. 2017. The Contribution of Increased Equity to the Estimated Social Benefits from a Transfer Program : An Illustration from PROGRESA/Oportunidades. Policy Research Working Paper;No. 8026. World Bank, Washington, DC. © World Bank. https://openknowledge.worldbank.org/handle/10986/26371 License: CC BY 3.0 IGO.”",40857,521.0,288.0,11/16/2021 17:24:30
10986/26846,"Mete, Cem; Bossavie, Laurent; Giles, John; Alderman, Harold. 2017. Is Consanguinity an Impediment to Improving Human Development Outcomes?. Policy Research Working Paper;No. 8074. World Bank, Washington, DC. © World Bank. https://openknowledge.worldbank.org/handle/10986/26846 License: CC BY 3.0 IGO.”",42359,806.0,292.0,11/16/2021 17:24:31
10986/27647,"Lakatos, Csilla; Ohnsorge, Franziska. 2017. Arm's-Length Trade : A Source of Post-Crisis Trade Weakness. Policy Research Working Paper;No. 8144. World Bank, Washington, DC. © World Bank. https://openknowledge.worldbank.org/handle/10986/27647 License: CC BY 3.0 IGO.”",43966,692.0,288.0,11/16/2021 17:24:32
10986/29012,"Arraiz, Irani; Bruhn, Miriam; Ruiz Ortega, Claudia; Stucchi, Rodolfo. 2017. Are Psychometric Tools a Viable Screening Method for Small and Medium-Size Enterprise Lending? Evidence from Peru. Policy Research Working Paper;No. 8276. World Bank, Washington, DC. © World Bank. https://openknowledge.worldbank.org/handle/10986/29012 License: CC BY 3.0 IGO.”",51923,674.0,315.0,11/16/2021 17:24:33
10986/29755,"Gupta, Poonam; Masetti, Oliver. 2018. Capital Flow Measures : Structural or Cyclical Policy Tools?. Policy Research Working Paper;No. 8418. World Bank, Washington, DC. © World Bank. https://openknowledge.worldbank.org/handle/10986/29755 License: CC BY 3.0 IGO.”",54123,611.0,315.0,11/16/2021 17:24:35
10986/31073,"Divakaran, Shanthi; Lorenzato, Gianni; Upreti, Anup; Dahal, Pratikshya. 2018. Survey of the Nepal Private Equity and Venture Capital Environment. Policy Research Working Paper;No. 8672. World Bank, Washington, DC. © World Bank. https://openknowledge.worldbank.org/handle/10986/31073 License: CC BY 3.0 IGO.”",57736,610.0,323.0,11/16/2021 17:24:36
10986/31980,"Halim, Daniel; Johnson, Hillary C.; Perova, Elizaveta. 2019. Preschool Availability and Female Labor Force Participation : Evidence from Indonesia. Policy Research Working Paper;No. 8915. World Bank, Washington, DC. © World Bank. https://openknowledge.worldbank.org/handle/10986/31980 License: CC BY 3.0 IGO.”",59690,519.0,305.0,11/16/2021 17:24:38
10986/7300,"Timilsina, Govinda R.. 2007. Atmospheric Stabilization of CO2 Emissions : Near-term Reductions and Intensity-based Targets. Policy Research Working Paper; No. 4352. World Bank, Washington, DC. © World Bank. https://openknowledge.worldbank.org/handle/10986/7300 License: CC BY 3.0 IGO.”",7228,724.0,407.0,11/16/2021 17:24:39
10986/7592,"Christiaensen, Luc; Hoffmann, Vivian; Sarris, Alexander. 2007. Gauging the Welfare Effects of Shocks in Rural Tanzania. Policy Research Working Paper; No. 4406. World Bank, Washington, DC. © World Bank. https://openknowledge.worldbank.org/handle/10986/7592 License: CC BY 3.0 IGO.”",7284,504.0,416.0,11/16/2021 17:24:40
10986/8593,"Roy, Jayanta; Bagai, Shweta. 2005. Key Issues in Trade Facilitation Summary of World Bank/EU Workshops in Dhaka and Shanghai in 2004. Policy Research Working Paper; No. 3703. World Bank, Washington, DC. © World Bank. https://openknowledge.worldbank.org/handle/10986/8593 License: CC BY 3.0 IGO.”",9143,362.0,479.0,11/16/2021 17:24:41
10986/8653,"Guermazi, Boutheina; Neto, Isabel. 2005. Mobile License Renewal : What Are the Issues? What Is at Stake?. Policy Research Working Paper; No. 3729. World Bank, Washington, DC. © World Bank. https://openknowledge.worldbank.org/handle/10986/8653 License: CC BY 3.0 IGO.”",9168,460.0,411.0,11/16/2021 17:24:42
10986/8860,"Mahul, Olivier; Gurenko, Eugene. 2006. The Macro Financing of Natural Hazards in Developing Countries. Policy Research Working Paper; No. 4075. World Bank, Washington, DC. © World Bank. https://openknowledge.worldbank.org/handle/10986/8860 License: CC BY 3.0 IGO.”",8876,461.0,336.0,11/16/2021 17:24:43
10986/12194,"Ley, Eduardo; Misch, Florian. 2013. Real-Time Macro Monitoring and Fiscal Policy. Policy Research Working Paper; No. 6303. World Bank, Washington, DC. © World Bank. https://openknowledge.worldbank.org/handle/10986/12194 License: CC BY 3.0 IGO.”",13333,638.0,532.0,11/16/2021 17:24:44
10986/18115,"McCulloch, Neil. 2003. The Impact of Structural Reforms on Poverty : A Simple Methodology with Extensions. Policy Research Working Paper;No. 3124. World Bank, Washington, DC. © World Bank. https://openknowledge.worldbank.org/handle/10986/18115 License: CC BY 3.0 IGO.”",19931,626.0,397.0,11/16/2021 17:24:45
10986/25680,"Artuc, Erhan; Ozden, Caglar. 2016. Transit Migration : All Roads Lead to America. Policy Research Working Paper;No. 7880. World Bank, Washington, DC. © World Bank. https://openknowledge.worldbank.org/handle/10986/25680 License: CC BY 3.0 IGO.”",38027,646.0,331.0,11/16/2021 17:24:47
10986/29709,"Blimpo, Moussa; McRae, Shaun; Steinbuks, Jevgenijs. 2018. Why Are Connection Charges So High? : An Analysis of the Electricity Sector in Sub-Saharan Africa. Policy Research Working Paper;No. 8407. World Bank, Washington, DC. © World Bank. https://openknowledge.worldbank.org/handle/10986/29709 License: CC BY 3.0 IGO.”",53808,513.0,332.0,11/16/2021 17:24:48
10986/29848,"Jolliffe, Dean; Seff, Ilana; de la Fuente, Alejandro. 2018. Food Insecurity and Rising Food Prices : What Do We Learn from Experiential Measures?. Policy Research Working Paper;No. 8442. World Bank, Washington, DC. © World Bank. https://openknowledge.worldbank.org/handle/10986/29848 License: CC BY 3.0 IGO.”",54369,591.0,311.0,11/16/2021 17:24:49
10986/32661,"Skoufias, Emmanuel; Strobl, Eric; Tveit, Thomas. 2019. Can We Rely on VIIRS Nightlights to Estimate the Short-Term Impacts of Natural Disasters? Evidence from Five Southeast Asian Countries. Policy Research Working Paper;No. 9052. World Bank, Washington, DC. © World Bank. https://openknowledge.worldbank.org/handle/10986/32661 License: CC BY 3.0 IGO.”",61869,353.0,284.0,11/16/2021 17:24:50
10986/6422,"Asadullah, Mohammad Niaz; Chaudhury, Nazmul. 2008. Madrasas and NGOs : Complements or Substitutes? Non-State Providers and Growth in Female Education in Bangladesh. Policy Research Working Paper; No. 4511. World Bank, Washington, DC. © World Bank. https://openknowledge.worldbank.org/handle/10986/6422 License: CC BY 3.0 IGO.”",6725,726.0,384.0,11/16/2021 17:24:51
10986/6821,"Marouani, Mohamed A.; Robalino, David A.. 2008. Assessing Interactions among Education, Social Insurance, and Labor Market Policies in a General Equilibrium Framework : An Application to Morocco. Policy Research Working Paper No. 4681. World Bank, Washington, DC. © World Bank. https://openknowledge.worldbank.org/handle/10986/6821 License: CC BY 3.0 IGO.”",6903,598.0,388.0,11/16/2021 17:24:52
10986/7450,"Almeida, Rita; Galasso, Emanuela. 2007. Jump-Starting Self-Employment? Evidence Among Welfare Participants in Argentina. Policy Research Working Paper; No. 4270. World Bank, Washington, DC. © World Bank. https://openknowledge.worldbank.org/handle/10986/7450 License: CC BY 3.0 IGO.”",7151,538.0,404.0,11/16/2021 17:24:53
10986/9263,"Saphores, Jean-Daniel; Vincent, Jeffrey R.; Marochko, Valy. 2006. Detecting Collusion in Timber Auctions : An Application to Romania. Policy Research Working Paper; No. 4105. World Bank, Washington, DC. © World Bank. https://openknowledge.worldbank.org/handle/10986/9263 License: CC BY 3.0 IGO.”",8903,539.0,458.0,11/16/2021 17:24:55
10986/14329,"Bosquet, Benoit. 2002. The Role of Natural Resources in            Fundamental Tax Reform in the Russian Federation. Policy, Research working paper series;no.            WPS 2807; Policy Research Working Paper;No.2807. World Bank, Washington, D.C.. © World Bank. https://openknowledge.worldbank.org/handle/10986/14329 License: CC BY 3.0 IGO.”",16056,458.0,409.0,11/16/2021 17:24:57
10986/15571,"De Weerdt, Joachim; Hirvonen, Kalle. 2013. Risk Sharing and Internal Migration. Policy Research Working Paper;No. 6429. World Bank, Washington, DC. © World Bank. https://openknowledge.worldbank.org/handle/10986/15571 License: CC BY 3.0 IGO.”",15948,674.0,362.0,11/16/2021 17:24:58
10986/16011,"Maslova, Inga; Onder, Harun; Sanghi, Apurva. 2013. Growth and Volatility Analysis Using Wavelets. Policy Research Working Paper;No. 6578. World Bank, Washington, DC. © World Bank. https://openknowledge.worldbank.org/handle/10986/16011 License: CC BY 3.0 IGO.”",16865,620.0,389.0,11/16/2021 17:24:59
10986/16911,"Bold, Tessa; Kimenyi, Mwangi; Mwabu, Germano; Sandefur, Justin. 2013. Can Free Provision Reduce Demand for Public Services? Evidence from Kenyan Education. Policy Research Working Paper;No. 6685. World Bank, Washington, DC. © World Bank. https://openknowledge.worldbank.org/handle/10986/16911 License: CC BY 3.0 IGO.”",18207,466.0,477.0,11/16/2021 17:25:01
10986/18188,"Grais, Wafik; Kantur, Zeynep. 2003. The Changing Financial Landscape : Opportunities and Challenges for the Middle East and North Africa. Policy Research Working Paper;No. 3050. World Bank, Washington, DC. © World Bank. https://openknowledge.worldbank.org/handle/10986/18188 License: CC BY 3.0 IGO.”",20010,854.0,427.0,11/16/2021 17:25:02
10986/19875,"Shah, Anwar. 2012. Public Services and Expenditure Need Equalization : Reflections on Principles and Worldwide Comparative Practices. Policy Research Working Paper;No. 6006. World Bank, Washington, DC. © World Bank. https://openknowledge.worldbank.org/handle/10986/19875 License: CC BY 3.0 IGO.”",22837,617.0,362.0,11/16/2021 17:25:04
10986/22665,"Mejía, Daniel; Restrepo, Pascual; Rozo, Sandra V.. 2015. On the Effects of Enforcement on            Illegal Markets : Evidence from a Quasi-Experiment in Colombia. Policy Research Working Paper;No. 7409. World Bank, Washington, DC. © World Bank. https://openknowledge.worldbank.org/handle/10986/22665 License: CC BY 3.0 IGO.”",28373,560.0,302.0,11/16/2021 17:25:05
10986/23463,"Iacovone, Leonardo; Sanchez-Bayardo, Luis F.; Sharma, Siddharth. 2015. Regional Productivity Convergence in Peru. Policy Research Working Paper;No. 7499. World Bank, Washington, DC. © World Bank. https://openknowledge.worldbank.org/handle/10986/23463 License: CC BY 3.0 IGO.”",30171,638.0,296.0,11/16/2021 17:25:07
10986/23701,"Baron, Juan D.; Popova, Anna; Sanchez, Angelica. 2016. Following Mexican Youth : A Short-Run Study of Time Use Decisions. Policy Research Working Paper;No. 7534. World Bank, Washington, DC. © World Bank. https://openknowledge.worldbank.org/handle/10986/23701 License: CC BY 3.0 IGO.”",31087,585.0,293.0,11/16/2021 17:25:09
10986/24519,"Jia, Xiangping; Cull, Robert; Guo, Pei; Ma, Tao. 2016. Commercialization and Mission Drift : Evidence from a Large Chinese Microfinance Institution. Policy Research Working Paper;No. 7680. World Bank, Washington, DC. © World Bank. https://openknowledge.worldbank.org/handle/10986/24519 License: CC BY 3.0 IGO.”",34442,560.0,342.0,11/16/2021 17:25:10
10986/24855,"Anderson, Stephen J.; Chandy, Rajesh; Zia, Bilal. 2016. Pathways to Profits : Identifying Separate Channels of Small Firm Growth through Business Training. Policy Research Working Paper;No. 7774. World Bank, Washington, DC. © World Bank. https://openknowledge.worldbank.org/handle/10986/24855 License: CC BY 3.0 IGO.”",35269,869.0,281.0,11/16/2021 17:25:11
10986/25700,"Lopez-Calva, Luis F.; Rodríguez-Castelán, Carlos. 2016. Pro-Growth Equity : A Policy Framework for the Twin Goals. Policy Research Working Paper;No. 7897. World Bank, Washington, DC. © World Bank. https://openknowledge.worldbank.org/handle/10986/25700 License: CC BY 3.0 IGO.”",38044,834.0,306.0,11/16/2021 17:25:13
10986/31924,"Timilsina, Govinda; Pang, Jun; Yang, Xi. 2019. Linking Top-Down and Bottom-Up Models for Climate Policy Analysis : The Case of China. Policy Research Working Paper;No. 8905. World Bank, Washington, DC. © World Bank. https://openknowledge.worldbank.org/handle/10986/31924 License: CC BY 3.0 IGO.”",59568,427.0,283.0,11/16/2021 17:25:14
10986/3216,"Silber, Jacques; Verme, Paolo. 2012. Relative Deprivation, Reference Groups and the Assessment of Standard of Living. Policy Research working paper ; no. WPS 5930. World Bank. © World Bank. https://openknowledge.worldbank.org/handle/10986/3216 License: CC BY 3.0 IGO.”",3088,548.0,432.0,11/16/2021 17:25:16
10986/3325,"Skoufias, Emmanuel; Vinha, Katja; Conroy, Hector V.. 2011. The Impacts of Climate Variability on Welfare in Rural Mexico. Policy Research working paper ; no. WPS 5555. World Bank. © World Bank. https://openknowledge.worldbank.org/handle/10986/3325 License: CC BY 3.0 IGO.”",3197,633.0,424.0,11/16/2021 17:25:17
10986/34736,"Khan, Adnan; Nasim, Sanval; Shaukat, Mahvish; Stegmann, Andreas. 2020. Building Trust in the State with Information : Evidence from Urban Punjab. Policy Research Working Paper;No. 9469. World Bank, Washington, DC. © World Bank. https://openknowledge.worldbank.org/handle/10986/34736 License: CC BY 3.0 IGO.”",68492,735.0,322.0,11/16/2021 17:25:19
10986/35144,"Owoundi Fouda, Ferdinand; Avom, Desire; Kuete, Flora Yselle. 2021. Toward the African Continental Free Trade Area : The Effects of Economic Integration and Democracy on Real Misalignments across Exchange Rate Regimes. Policy Research Working Paper;No. 9548. World Bank, Washington, DC. © World Bank. https://openknowledge.worldbank.org/handle/10986/35144 License: CC BY 3.0 IGO.”",69733,596.0,344.0,11/16/2021 17:25:20
10986/3567,"Vogt-Schilb, Adrien; Hallegatte, Stephane. 2011. When Starting with the Most Expensive Option Makes Sense : Use and Misuse of Marginal Abatement Cost Curves. Policy Research working paper ; no. WPS 5803. World Bank. © World Bank. https://openknowledge.worldbank.org/handle/10986/3567 License: CC BY 3.0 IGO.”",3439,532.0,369.0,11/16/2021 17:25:21
10986/3754,"Nallari, Raj; Bayraktar, Nihal. 2010. Micro Efficiency and Macro Growth. Policy Research working paper ; no. WPS 5267. World Bank. © World Bank. https://openknowledge.worldbank.org/handle/10986/3754 License: CC BY 3.0 IGO.”",3626,533.0,509.0,11/16/2021 17:25:22
10986/4092,"Stephanou, Constantinos. 2009. Including Financial Services in Preferential Trade Agreements : Lessons of International Experience for China. Policy Research working paper ; no. WPS 4898. World Bank. © World Bank. https://openknowledge.worldbank.org/handle/10986/4092 License: CC BY 3.0 IGO.”",3964,426.0,375.0,11/16/2021 17:25:24
10986/6346,"Pandey, Priyanka; Goyal, Sangeeta; Sundararaman, Venkatesh. 2008. Public Participation, Teacher Accountability, and School Outcomes : Findings from Baseline Surveys in Three Indian States. Policy Research Working Paper; No. 4777. World Bank, Washington, DC. © World Bank. https://openknowledge.worldbank.org/handle/10986/6346 License: CC BY 3.0 IGO.”",6641,870.0,524.0,11/16/2021 17:25:25
10986/6809,"Fung, K.C.; Korhonen, Iikka; Li, Ke; Ng, Francis. 2008. China and Central and Eastern European Countries : Regional Networks, Global Supply Chain, or International Competitors?. Policy Research Working Paper No. 4689. World Bank, Washington, DC. © World Bank. https://openknowledge.worldbank.org/handle/10986/6809 License: CC BY 3.0 IGO.”",6912,637.0,844.0,11/16/2021 17:25:27
10986/6864,"Endo, Tadashi. 2008. Broadening the Offering Choice of Corporate Bonds in Emerging Markets : Cost-Effective Access to Debt Capital. Policy Research Working Paper No. 4655. World Bank, Washington, DC. © World Bank. https://openknowledge.worldbank.org/handle/10986/6864 License: CC BY 3.0 IGO.”",6877,581.0,482.0,11/16/2021 17:25:28
10986/8846,"Braun, Matias; Raddatz, Claudio. 2005. Trade Liberalization and the Politics of Financial Development. Policy Research Working Paper; No. 3517. World Bank, Washington, DC. © World Bank. https://openknowledge.worldbank.org/handle/10986/8846 License: CC BY 3.0 IGO.”",8963,556.0,342.0,11/16/2021 17:25:29
10986/12023,"Keefer, Philip. 2012. Why Follow the Leader? Collective Action, Credible Commitment and Conflict. Policy Research Working Paper;no. 6179. World Bank, Washington, DC. © World Bank. https://openknowledge.worldbank.org/handle/10986/12023 License: CC BY 3.0 IGO.”",12148,893.0,453.0,11/16/2021 17:25:30
10986/12046,"Moreno, Antonio; Álvarez-Rosete, Arturo; Luque Nuñez, Ricardo; del Carmen Moreno Chavez, Teresa; Rodriguez-García, Rosalía; Montenegro, Fernando; Moreno, Luis Ángel; Suarez Lissi, Alejandra; Magne Concardo, Pedro; Gaillard, Michel Eric. 2012. Evidence-based Implementation Efficiency Analysis of the HIV/AIDS National Response in Colombia. Policy Research Working Paper;No. 6182. World Bank, Washington, DC. © World Bank. https://openknowledge.worldbank.org/handle/10986/12046 License: CC BY 3.0 IGO.”",12170,1121.0,440.0,11/16/2021 17:25:31
10986/12207,"Haque, Tobias A.; Knight, David S.; Jayasuriya, Dinuk S.. 2012. Capacity Constraints and Public Financial Management in Small Pacific Island Countries. Policy Research Working Paper; No. 6297. World Bank, Washington, DC. © World Bank. https://openknowledge.worldbank.org/handle/10986/12207 License: CC BY 3.0 IGO.”",13328,889.0,383.0,11/16/2021 17:25:33
